id,name_ar,category,sku,image_url
rj45-crimping-tool-pro-plus-073,RJ45 Crimping Tool Pro Plus,أدوات,TLS-0073,
cable-tester-lcd-074,Cable Tester LCD,أدوات,TLS-0074,
punch-down-tool-075,Punch Down Tool,أدوات,TLS-0075,
poe-injector-48v-076,بو إي Injector 48V,طاقة,PWR-0076,
ups-1200va-line-interactive-077,يو بي إس 1200VA Line-Interactive,طاقة,PWR-0077,
poe-switch-4-port-078,بو إي Switch 4-Port,طاقة,PWR-0078,
poe-injector-48v-plus-079,بو إي Injector 48V Plus,طاقة,PWR-0079,
ups-1200va-line-interactive-pro-080,يو بي إس 1200VA Line-Interactive Pro,طاقة,PWR-0080,
poe-switch-4-port-plus-081,بو إي Switch 4-Port Plus,طاقة,PWR-0081,
poe-injector-48v-pro-082,بو إي Injector 48V Pro,طاقة,PWR-0082,
ups-1200va-line-interactive-083,يو بي إس 1200VA Line-Interactive,طاقة,PWR-0083,
poe-switch-4-port-pro-084,بو إي Switch 4-Port Pro,طاقة,PWR-0084,
poe-injector-48v-plus-085,بو إي Injector 48V Plus,طاقة,PWR-0085,
ups-1200va-line-interactive-pro-086,يو بي إس 1200VA Line-Interactive Pro,طاقة,PWR-0086,
poe-switch-4-port-pro-087,بو إي Switch 4-Port Pro,طاقة,PWR-0087,
poe-injector-48v-088,بو إي Injector 48V,طاقة,PWR-0088,
ups-1200va-line-interactive-pro-089,يو بي إس 1200VA Line-Interactive Pro,طاقة,PWR-0089,
poe-switch-4-port-plus-090,بو إي Switch 4-Port Plus,طاقة,PWR-0090,
sfp-1g-singlemode-10km-ddm-091,إس إف بي 1G Single‑Mode 10km DDM,SFP,SFP-0091,
sfpplus-10g-sr-multimode-industrial-092,إس إف بي بلس 10G SR Multi‑Mode Industrial,SFP,SFP-0092,
sfp-1g-rj45-copper-093,إس إف بي 1G RJ45 Copper,SFP,SFP-0093,
sfp-1g-singlemode-10km-industrial-094,إس إف بي 1G Single‑Mode 10km Industrial,SFP,SFP-0094,
sfpplus-10g-sr-multimode-ddm-095,إس إف بي بلس 10G SR Multi‑Mode DDM,SFP,SFP-0095,
sfp-1g-rj45-copper-compatible-096,إس إف بي 1G RJ45 Copper Compatible,SFP,SFP-0096,
sfp-1g-singlemode-10km-compatible-097,إس إف بي 1G Single‑Mode 10km Compatible,SFP,SFP-0097,
sfpplus-10g-sr-multimode-industrial-098,إس إف بي بلس 10G SR Multi‑Mode Industrial,SFP,SFP-0098,
sfp-1g-rj45-copper-industrial-099,إس إف بي 1G RJ45 Copper Industrial,SFP,SFP-0099,
sfp-1g-singlemode-10km-compatible-100,إس إف بي 1G Single‑Mode 10km Compatible,SFP,SFP-0100,
sfpplus-10g-sr-multimode-compatible-101,إس إف بي بلس 10G SR Multi‑Mode Compatible,SFP,SFP-0101,
sfp-1g-rj45-copper-compatible-102,إس إف بي 1G RJ45 Copper Compatible,SFP,SFP-0102,
sfp-1g-singlemode-10km-industrial-103,إس إف بي 1G Single‑Mode 10km Industrial,SFP,SFP-0103,
sfpplus-10g-sr-multimode-compatible-104,إس إف بي بلس 10G SR Multi‑Mode Compatible,SFP,SFP-0104,
sfp-1g-rj45-copper-ddm-105,إس إف بي 1G RJ45 Copper DDM,SFP,SFP-0105,
mikrotik-sxtsq-5-106,MikroTik SXTsq 5,CPE,CPE-0106,
ubiquiti-nanobeam-5ac-lhg-107,Ubiquiti NanoBeam 5AC LHG,CPE,CPE-0107,
tplink-cpe510-5ghz-108,TP‑Link سي بي إي510 5GHz,CPE,CPE-0108,
mikrotik-sxtsq-5-lhg-109,MikroTik SXTsq 5 LHG,CPE,CPE-0109,
ubiquiti-nanobeam-5ac-110,Ubiquiti NanoBeam 5AC,CPE,CPE-0110,
tplink-cpe510-5ghz-lite-111,TP‑Link سي بي إي510 5GHz Lite,CPE,CPE-0111,
mikrotik-sxtsq-5-pro-112,MikroTik SXTsq 5 Pro,CPE,CPE-0112,
ubiquiti-nanobeam-5ac-pro-113,Ubiquiti NanoBeam 5AC Pro,CPE,CPE-0113,
tplink-cpe510-5ghz-lite-114,TP‑Link سي بي إي510 5GHz Lite,CPE,CPE-0114,
mikrotik-sxtsq-5-lite-115,MikroTik SXTsq 5 Lite,CPE,CPE-0115,
ubiquiti-nanobeam-5ac-lite-116,Ubiquiti NanoBeam 5AC Lite,CPE,CPE-0116,
tplink-cpe510-5ghz-lhg-117,TP‑Link سي بي إي510 5GHz LHG,CPE,CPE-0117,
mikrotik-sxtsq-5-lhg-118,MikroTik SXTsq 5 LHG,CPE,CPE-0118,
ubiquiti-nanobeam-5ac-pro-119,Ubiquiti NanoBeam 5AC Pro,CPE,CPE-0119,
tplink-cpe510-5ghz-pro-120,TP‑Link سي بي إي510 5GHz Pro,CPE,CPE-0120,
